270,18
271,5
272,29
273,18
274,18
275,18
276,5
277,5
278,1
279,1
280,24
281,5
282,22
283,37
284,37
285,1
286,23
287,22
288,16
289,38
290,1
291,5
292,5
293,5
294,15
295,5
296,8
297,8
298,2
299,16
300,16
301,39
302,27
303,21
304,21
305,21
306,22
307,10
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,2
316,2
317,2
318,2
319,11
320,20
321,8
322,8
323,18
324,17
325,15
326,10
327,10
328,10
329,9
330,9
331,14
332,40
333,15
334,11
335,18
336,18
337,14
338,14
339,14
340,14
341,3
342,2
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,17
355,17
356,28
357,9
358,9
359,15
360,15
361,15
362,11
363,15
364,36
365,38
366,15
367,37
368,11
369,8
370,21
371,11
372,17
373,37
374,37
375,15
376,9
377,8
378,8
379,8
380,8
381,8
382,8
383,8
384,8
385,8
386,8
387,8
388,8
389,8
390,8
391,8
392,8
393,8
394,8
395,8
396,8
397,8
398,8
399,8
400,5
401,10
402,5
403,1
404,5
405,17
406,39
407,15
408,15
409,22
410,27
411,28
412,29
413,22
414,5
415,2
416,2
417,10
418,11
419,16
420,5
421,27
422,15
423,36
424,11
425,35
426,5
427,5
428,13
429,18
430,18
431,15
432,38
433,38
434,38
435,35
436,7
437,14
438,14
439,14
440,14
441,5
442,15
443,11
444,11
445,11
446,4
447,18
448,18
449,18
450,2
451,5
452,15
453,15
454,7
455,28
456,23
457,22
458,5
459,5
460,2
461,35
462,18
463,31
464,31
465,5
466,24
467,15
468,16
469,2
470,23
471,13
472,32
473,7
474,16
475,16
476,9
477,16
478,9
479,9
480,2
481,16
482,23
483,3
484,4
485,5
486,11
487,5
488,15
489,15
490,26
491,7
492,7
493,41
494,5
495,37
496,24
497,15
498,4
499,15
500,15
501,15
502,15
503,15
504,15
505,15
506,15
507,15
508,32
509,16
510,16
511,15
512,1
513,24
514,36
515,9
516,5
517,2
518,2
519,36
520,24
521,22
522,3
523,5
524,5
525,10
526,15
527,5
528,11
529,26
530,15
531,15
532,4
533,22
534,36
535,5
536,10
537,16
538,7
539,10
540,4
541,16
542,24
543,5
544,5
545,5
546,12
547,36
548,11
549,7
550,16
551,16
552,16
553,23
554,3
555,3
556,15
557,5
558,4
559,15
560,28
561,32
562,35
563,5
564,5
565,20
566,15
567,15
568,5
569,5
570,15
571,15
572,22
573,5
574,15
575,5
576,1
577,5
578,28
579,28
580,18
581,17
582,4
583,16
584,3
585,5
586,5
587,22
588,22
589,12
590,24
591,12
592,24
593,18
594,6
595,37
596,16
597,24
598,24
599,3
600,20
601,5
602,37
603,15
604,2
605,23
606,2
607,22
608,35
609,15
610,14
611,7
612,5
613,38
614,7
615,25
616,36
617,7
618,18
619,17
620,7
621,5
622,1
623,22
624,5
625,27
626,22
627,5
628,16
629,8
630,2
631,21
632,20
633,8
634,22
635,22
636,22
637,22
638,20
639,39
640,20
641,17
642,24
643,7
644,38
645,26
646,2
647,23
648,7
649,22
650,15
651,2
652,27
653,9
654,8
655,38
656,5
657,1
658,18
659,15
660,7
661,18
662,15
663,17
664,16
665,5
666,33
667,15
668,16
669,1
670,24
671,22
672,30
673,15
674,24
675,15
676,2
677,18
678,27
679,16
680,30
681,1
682,1
683,1
684,23
685,35
686,22
687,7
688,17
689,5
690,5
691,16
692,22
693,1
694,37
695,5
696,24
697,2
698,2
699,23
700,15
701,15
702,31
703,5
704,10
705,11
706,5
707,5
708,15
709,17
710,17
711,16
712,22
713,1
714,16
715,5
716,16
717,30
718,25
719,22
720,8
721,15
722,12
723,12
724,10
725,14
726,11
727,32
728,5
729,23
730,15
731,24
732,2
733,5
734,10
735,2
736,18
737,28
738,29
739,23
740,15
741,21
742,8
743,24
744,2
745,5
746,7
747,16
748,16
749,24
750,5
751,21
752,6
753,37
754,11
755,15
756,22
757,40
758,11
759,42
760,32
761,18
762,8
763,22
764,35
765,2
766,15
767,3
768,19
769,17
770,28
771,17
772,39
773,8
774,39
775,22
776,2
777,6
778,10
779,16
780,16
781,16
782,1
783,7
784,24
785,29
786,12
787,24
788,35
789,25
790,5
791,5
792,5
793,25
794,24
795,18
796,11
797,18
798,2
799,2
800,16
801,16
802,5
803,5
804,22
805,15
806,15
807,21
808,29
809,21
810,23
811,27
812,4
813,33
814,5
815,1
816,22
817,14
818,5
819,16
820,18
821,6
822,25
823,5
824,15
825,1
826,10
827,22
828,15
829,39
830,5
831,15
832,32
833,22
834,15
835,7
836,5
837,5
838,7
839,18
840,1
841,5
842,8
843,17
844,5
845,5
846,22
847,2
848,11
849,4
850,22
851,5
852,1
853,2
854,8
855,18
856,16
857,15
858,1
859,10
860,33
861,14
862,6
863,3
864,22
865,29
866,22
867,23
868,23
869,8
870,8
871,34
872,1
873,2
874,16
875,5
876,32
877,31
878,16
879,12
880,20
881,22
882,10
883,22
884,14
885,22
886,10
887,33
888,10
889,33
890,39
891,10
892,39
893,39
894,15
895,10
896,11
897,39
898,11
899,23
900,22
901,14
902,22
903,5
904,1
905,2
906,2
907,24
908,1
909,6
910,5
911,5
912,16
913,15
914,15
915,14
916,12
917,2
918,6
919,6
920,11
921,24
922,22
923,15
924,10
925,21
926,11
927,20
928,20
929,22
930,18
931,20
932,20
933,37
934,18
935,36
936,17
937,5
938,17
939,5
940,7
941,5
942,42
943,7
944,8
945,24
946,10
947,24
948,8
949,7
950,23
951,37
952,15
953,16
954,12
955,36
956,6
957,15
958,15
959,16
960,5
961,7
962,5
963,10
964,20
965,12
966,5
967,30
968,15
969,16
970,16
971,6
972,33
973,16
974,15
975,6
976,10
977,11
978,20
979,14
980,24
981,13
982,11
983,22
984,11
985,36
986,8
987,23
988,23
989,23
990,9
991,22
992,33
993,5
994,22
995,22
996,7
997,15
998,12
999,15
1000,16
1001,5
1002,22
1003,2
1004,7
1005,23
