206,1
396,1
296,1
391,1
175,1
390,1
297,1
165,1
251,1
377,1
398,1
389,1
395,1
720,1
180,1
986,1
157,1
352,1
346,1
150,1
104,1
279,1
350,1
870,1
105,1
348,1
340,1
337,1
97,1
117,1
548,1
252,1
362,1
341,1
80,1
339,1
371,1
439,1
884,1
40,1
33,1
24,1
27,1
262,1
32,1
25,1
152,1
34,1
591,1
300,1
419,1
552,1
856,1
701,1
711,1
288,1
93,1
299,1
550,1
551,1
509,1
481,1
510,1
679,1
668,1
213,1
163,1
289,1
188,1
541,1
628,1
583,1
85,1
672,1
330,1
329,1
411,1
259,1
67,1
479,1
496,1
364,1
420,1
92,1
115,1
372,1
47,1
287,1
653,1
356,1
301,1
487,1
990,1
246,1
264,1
49,1
327,1
486,1
77,1
445,1
982,1
926,1
848,1
48,1
484,1
428,1
146,1
616,1
471,1
613,1
547,1
951,1
159,1
914,1
923,1
957,1
700,1
954,1
846,1
866,1
90,1
922,1
4,1
176,1
193,1
103,1
833,1
972,1
881,1
211,1
241,1
235,1
257,1
242,1
17,1
425,1
244,1
236,1
514,1
928,1
89,1
751,1
305,1
370,1
807,1
811,1
927,1
223,1
519,1
155,1
423,1
955,1
405,1
164,1
73,1
260,1
525,1
261,1
249,1
401,1
74,1
778,1
555,1
536,1
863,1
734,1
539,1
531,1
724,1
331,1
332,1
312,1
757,1
314,1
561,1
776,1
317,1
1003,1
466,1
326,1
354,1
102,1
125,1
99,1
641,1
100,1
186,1
709,1
619,1
255,1
769,1
46,1
938,1
16,1
897,1
218,1
72,1
433,1
434,1
51,1
432,1
50,1
644,1
655,1
784,1
71,1
145,1
187,1
893,1
892,1
140,1
336,1
335,1
275,1
449,1
593,1
761,1
430,1
447,1
323,1
934,1
930,1
448,1
800,1
580,1
274,1
462,1
485,1
564,1
573,1
351,1
594,1
937,1
940,1
975,1
908,1
904,1
852,1
353,1
682,1
124,1
344,1
276,1
543,1
414,1
814,1
545,1
818,1
608,1
491,1
549,1
454,1
461,1
472,1
468,1
664,1
680,1
86,1
779,1
873,1
308,1
589,1
601,1
393,1
37,1
546,1
388,1
498,1
715,1
544,1
292,1
523,1
524,1
837,1
602,1
707,1
537,1
542,1
618,1
355,1
801,1
771,1
560,1
611,1
508,1
374,1
614,1
620,1
309,1
749,1
590,1
565,1
945,1
877,1
829,1
643,1
558,1
974,1
976,1
827,1
588,1
804,1
1002,1
744,1
518,1
137,1
925,1
600,1
907,1
792,1
754,1
915,1
861,1
979,1
76,1
817,1
670,1
592,1
1000,1
557,1
728,1
920,1
443,1
38,1
687,1
898,1
977,1
612,1
271,1
939,1
639,1
890,1
515,1
478,1
111,1
470,1
162,1
578,1
579,1
667,1
674,1
68,1
1004,1
781,1
586,1
953,1
78,1
812,1
714,1
959,1
970,1
963,1
128,1
888,1
603,1
617,1
610,1
726,1
415,1
450,1
604,1
606,1
917,1
847,1
725,1
220,1
554,1
599,1
882,1
729,1
149,1
151,1
379,1
948,1
633,1
742,1
696,1
392,1
492,1
944,1
205,1
1001,1
879,1
404,1
695,1
624,1
910,1
787,1
408,1
905,1
697,1
342,1
906,1
225,1
648,1
718,1
789,1
681,1
229,1
660,1
960,1
961,1
962,1
949,1
540,1
154,1
422,1
678,1
627,1
755,1
556,1
566,1
247,1
650,1
44,1
268,1
325,1
452,1
831,1
489,1
559,1
375,1
997,1
878,1
991,1
112,1
113,1
815,1
621,1
762,1
947,1
759,1
209,1
280,1
983,1
625,1
992,1
349,1
911,1
999,1
584,1
722,1
365,1
477,1
746,1
867,1
793,1
835,1
838,1
455,1
716,1
886,1
464,1
702,1
880,1
896,1
737,1
936,1
913,1
735,1
436,1
956,1
767,1
971,1
774,1
457,1
876,1
942,1
788,1
658,1
825,1
397,1
763,1
669,1
417,1
895,1
946,1
651,1
826,1
859,1
924,1
416,1
698,1
853,1
885,1
889,1
743,1
738,1
785,1
865,1
752,1
775,1
502,1
822,1
900,1
887,1
929,1
998,2
996,3
713,3
995,4
994,5
993,6
989,7
988,8
987,9
985,10
984,11
980,12
978,13
973,14
969,15
968,16
967,17
966,18
965,19
943,20
941,21
935,22
916,23
912,24
902,25
894,26
891,27
883,28
875,29
874,30
872,31
871,32
869,33
868,34
864,35
862,36
858,37
855,38
854,39
851,40
850,41
849,42
845,43
844,44
568,44
843,45
840,46
839,47
836,48
832,49
830,50
828,51
820,52
809,53
808,54
806,55
805,56
803,57
802,58
799,59
797,60
796,61
795,62
794,63
791,64
786,65
783,66
782,67
780,68
773,69
772,70
770,71
768,72
765,73
760,74
758,75
756,76
753,77
750,78
747,79
745,80
741,81
740,82
736,83
733,84
732,85
730,86
723,87
719,88
712,89
710,90
706,91
705,92
704,93
703,94
694,95
692,96
690,97
689,98
688,99
685,100
684,101
683,102
677,103
676,104
671,105
665,106
661,107
659,108
657,109
654,110
649,111
647,112
640,113
638,114
637,115
636,116
635,116
634,117
632,118
631,119
630,120
629,121
626,122
623,123
615,124
607,125
605,126
596,127
595,128
587,129
585,130
581,131
577,132
576,133
575,134
572,135
562,136
535,137
533,138
520,139
506,140
480,141
476,142
473,143
469,144
440,145
437,146
403,147
399,148
387,149
385,150
384,151
383,152
366,153
320,154
316,155
290,156
277,157
240,158
228,159
204,160
203,161
131,162
120,163
79,164
2,165
